category,gwp_crs,business_pct,tp_loss_cost,od_loss_cost,tplr_pct,odlr_pct,coa,or_val
N,6294.062096,0.9175692277,1.452469389e+10,3.152572171e+10,0.9217328593,0.9246303283,0.2560330352,0.9876921776
Y,565.4335211,0.08243077226,1233335937,2569765691,0.07826714065,0.07536967169,0.1701747515,0.8427913094
Grand Total,6859.495617,1,1.575802983e+10,3.40954874e+10,1,1,0.2489592571,0.9757515241
